datetime,elapsed_s,gas1
2026/08/01@14:23:59,741,3.9406876
2026/08/01@14:24:00,742,3.820125
2026/08/01@14:24:01,743,2.8171876
2026/08/01@14:24:02,744,3.3774376
2026/08/01@14:24:03,745,3.983625
2026/08/01@14:24:04,746,4.02
2026/08/01@14:24:05,747,3.51731268
2026/08/01@14:24:07,749,3.9470624
2026/08/01@14:24:08,750,4.071563
2026/08/01@14:24:09,751,3.87693736
2026/08/01@14:24:10,752,4.1043752
2026/08/01@14:24:11,753,3.8994376
2026/08/01@14:24:12,754,3.6793128
2026/08/01@14:24:13,755,3.21525
2026/08/01@14:24:14,756,3.9913124
2026/08/01@14:24:15,757,3.91068736
2026/08/01@14:24:16,758,3.7455004
2026/08/01@14:24:17,759,3.5506876
2026/08/01@14:24:19,761,3.96150032
2026/08/01@14:24:20,762,3.8266876
2026/08/01@14:24:21,763,3.96
2026/08/01@14:24:22,764,3.913875
2026/08/01@14:24:23,765,3.9247504
2026/08/01@14:24:24,766,3.919125
2026/08/01@14:24:25,767,2.7894378
2026/08/01@14:24:26,768,3.8816252
2026/08/01@14:24:27,769,3.9135004
2026/08/01@14:24:28,770,2.7950626
2026/08/01@14:24:29,771,3.722625
2026/08/01@14:24:30,772,3.5613752
2026/08/01@14:24:32,774,3.53343768
2026/08/01@14:24:33,775,2.796375
2026/08/01@14:24:34,776,3.66
2026/08/01@14:24:35,777,4.055438
2026/08/01@14:24:36,778,4.0250624
2026/08/01@14:24:37,779,4.008938
2026/08/01@14:24:38,780,3.9701252
2026/08/01@14:24:39,781,3.485625
2026/08/01@14:24:40,782,3.5315628
2026/08/01@14:24:41,783,3.9013128
2026/08/01@14:24:42,784,3.66
2026/08/01@14:24:43,785,3.46050016
2026/08/01@14:24:45,787,3.69131268
2026/08/01@14:24:46,788,3.681375
2026/08/01@14:24:47,789,3.84075
2026/08/01@14:24:48,790,3.8371876
2026/08/01@14:24:49,791,3.3444378
2026/08/01@14:24:50,792,3.5064376
2026/08/01@14:24:51,793,3.2383124
2026/08/01@14:24:52,794,3.408
2026/08/01@14:24:53,795,3.6474376
2026/08/01@14:24:54,796,3.85725032
2026/08/01@14:24:55,797,3.1363128
2026/08/01@14:24:56,798,3.50193736
2026/08/01@14:24:58,800,3.70106268
2026/08/01@14:24:59,801,3.7149376
2026/08/01@14:25:00,802,3.1014376
2026/08/01@14:25:01,803,3.7271252
2026/08/01@14:25:02,804,3.306375
2026/08/01@14:25:03,805,3.76893784
2026/08/01@14:25:04,806,3.6654376
2026/08/01@14:25:05,807,3.72412536
2026/08/01@14:25:06,808,3.65775016
2026/08/01@14:25:07,809,3.59775016
2026/08/01@14:25:08,810,3.9161252
2026/08/01@14:25:10,812,3.8703752
2026/08/01@14:25:11,813,3.2739376
2026/08/01@14:25:12,814,2.9381252
2026/08/01@14:25:13,815,3.03
2026/08/01@14:25:14,816,3.6099376
2026/08/01@14:25:15,817,3.5251876
2026/08/01@14:25:16,818,3.82706268
2026/08/01@14:25:17,819,3.54075
2026/08/01@14:25:18,820,3.5645628
2026/08/01@14:25:19,821,3.66618784
2026/08/01@14:25:20,822,3.712875
2026/08/01@14:25:22,823,3.747563
2026/08/01@14:25:23,825,3.6176252
2026/08/01@14:25:24,826,3.6594376
2026/08/01@14:25:25,827,3.734438
2026/08/01@14:25:26,828,3.81675
2026/08/01@14:25:27,829,3.6956252
2026/08/01@14:25:28,830,3.4760628
2026/08/01@14:25:29,831,3.0101252
2026/08/01@14:25:30,832,3.9318752
2026/08/01@14:25:31,833,3.9181876
2026/08/01@14:25:32,834,3.85275
2026/08/01@14:25:33,835,4.0145624
2026/08/01@14:25:35,837,3.94050016
2026/08/01@14:25:36,838,3.3521252
2026/08/01@14:25:37,839,3.4473752
2026/08/01@14:25:38,840,3.822
2026/08/01@14:25:39,841,3.76556268
2026/08/01@14:25:40,842,3.5638124
2026/08/01@14:25:41,843,3.4393124
2026/08/01@14:25:42,844,2.8055624
2026/08/01@14:25:43,845,3.9028124
2026/08/01@14:25:44,846,3.9568126
2026/08/01@14:25:45,847,3.7691252
2026/08/01@14:25:46,848,3.8503128
2026/08/01@14:25:48,850,3.8634376
2026/08/01@14:25:49,851,3.9480004
2026/08/01@14:25:50,852,3.98756268
2026/08/01@14:25:51,853,3.97031268
2026/08/01@14:25:52,854,3.87731268
2026/08/01@14:25:53,855,3.85256268
2026/08/01@14:25:54,856,3.98118768
2026/08/01@14:25:55,857,3.79856268
2026/08/01@14:25:56,858,3.93075016
2026/08/01@14:25:57,859,3.53531268
2026/08/01@14:25:58,860,3.8971876
2026/08/01@14:26:00,862,3.8133752
2026/08/01@14:26:01,863,3.5523752
2026/08/01@14:26:02,864,3.5413128
2026/08/01@14:26:03,865,2.8134376
2026/08/01@14:26:04,866,3.14325
2026/08/01@14:26:05,867,3.6298128
2026/08/01@14:26:06,868,3.486
2026/08/01@14:26:07,869,3.8971876
2026/08/01@14:26:08,870,3.91800032
2026/08/01@14:26:09,871,3.8859376
2026/08/01@14:26:10,872,4.096688
2026/08/01@14:26:11,873,3.9354376
2026/08/01@14:26:13,875,4.055813
2026/08/01@14:26:14,876,3.963375
2026/08/01@14:26:15,877,3.83943768
2026/08/01@14:26:16,878,3.8278126
2026/08/01@14:26:17,879,3.73556268
2026/08/01@14:26:18,880,3.79931268
2026/08/01@14:26:19,881,3.918375
2026/08/01@14:26:20,882,3.9135004
2026/08/01@14:26:21,883,3.6671252
2026/08/01@14:26:22,884,3.9001876
2026/08/01@14:26:23,885,3.6631876
2026/08/01@14:26:24,886,3.684
2026/08/01@14:26:26,888,3.44175
2026/08/01@14:26:27,889,3.7428754
2026/08/01@14:26:28,890,3.99375
2026/08/01@14:26:29,891,4.0425004
2026/08/01@14:26:30,892,4.02525
2026/08/01@14:26:31,893,3.9395628
2026/08/01@14:26:32,894,3.772125
2026/08/01@14:26:33,895,3.5523752
2026/08/01@14:26:34,896,3.73856268
2026/08/01@14:26:35,897,3.8071876
2026/08/01@14:26:36,898,3.8004376
2026/08/01@14:26:37,899,3.92625
2026/08/01@14:26:39,901,3.7935
2026/08/01@14:26:40,902,3.9110628
2026/08/01@14:26:41,903,3.5516252
2026/08/01@14:26:42,904,2.8155002
2026/08/01@14:26:43,905,3.8497502
2026/08/01@14:26:44,906,3.3965628
2026/08/01@14:26:45,907,3.7897504
2026/08/01@14:26:46,908,3.8388752
2026/08/01@14:26:47,909,4.0074376
2026/08/01@14:26:48,910,3.9176252
2026/08/01@14:26:49,911,3.6697502
2026/08/01@14:26:51,913,3.7558126
2026/08/01@14:26:52,914,3.6605624
2026/08/01@14:26:53,915,3.9391876
2026/08/01@14:26:54,916,4.1010004
2026/08/01@14:26:55,917,4.1994376
2026/08/01@14:26:56,918,4.0496252
2026/08/01@14:26:57,919,4.0470004
2026/08/01@14:26:58,920,4.0395
2026/08/01@14:26:59,921,3.9920626
2026/08/01@14:27:00,922,3.96975016
2026/08/01@14:27:01,923,3.8310004
2026/08/01@14:27:02,924,3.1436252
2026/08/01@14:27:04,926,3.88612532
2026/08/01@14:27:05,927,3.84075
2026/08/01@14:27:06,928,3.8720628
2026/08/01@14:27:07,929,3.8248124
2026/08/01@14:27:08,930,3.87262532
2026/08/01@14:27:09,931,3.86212536
2026/08/01@14:27:10,932,3.5945628
2026/08/01@14:27:11,933,3.8505
2026/08/01@14:27:12,934,3.8475
2026/08/01@14:27:13,935,3.94012536
2026/08/01@14:27:14,936,3.4018128
2026/08/01@14:27:16,937,3.785625
2026/08/01@14:27:17,939,2.8179376
2026/08/01@14:27:18,940,3.5508752
2026/08/01@14:27:19,941,3.6429376
2026/08/01@14:27:20,942,3.91031268
2026/08/01@14:27:21,943,2.84025
2026/08/01@14:27:22,944,3.7531876
2026/08/01@14:27:23,945,3.69525
2026/08/01@14:27:24,946,3.84768768
2026/08/01@14:27:25,947,3.8619376
2026/08/01@14:27:26,948,3.931688
2026/08/01@14:27:27,949,3.9318752
2026/08/01@14:27:29,951,3.8833128
2026/08/01@14:27:30,952,3.7434376
2026/08/01@14:27:31,953,3.7029376
2026/08/01@14:27:32,954,3.8008128
2026/08/01@14:27:33,955,3.8529376
2026/08/01@14:27:34,956,3.80550032
2026/08/01@14:27:35,957,3.8647504
2026/08/01@14:27:36,958,3.9311252
2026/08/01@14:27:37,959,3.4370628
2026/08/01@14:27:38,960,3.7950004
2026/08/01@14:27:39,961,3.91218784
2026/08/01@14:27:40,962,3.8720628
2026/08/01@14:27:42,964,3.3759376
2026/08/01@14:27:43,965,3.7781252
2026/08/01@14:27:44,966,3.9213752
2026/08/01@14:27:45,967,3.75225032
2026/08/01@14:27:46,968,2.813625
2026/08/01@14:27:47,969,3.8450628
2026/08/01@14:27:48,970,3.781313
2026/08/01@14:27:49,971,3.76593784
2026/08/01@14:27:50,972,3.1610628
2026/08/01@14:27:51,973,3.7276876
2026/08/01@14:27:52,974,3.73425
2026/08/01@14:27:53,975,3.8465628
2026/08/01@14:27:55,977,3.7436252
2026/08/01@14:27:56,978,2.837625
2026/08/01@14:27:57,979,3.1168128
2026/08/01@14:27:58,980,3.5450628
2026/08/01@14:27:59,981,3.5656876
2026/08/01@14:28:00,982,4.085625
2026/08/01@14:28:01,983,3.99525032
2026/08/01@14:28:02,984,4.0528124
2026/08/01@14:28:03,985,3.9528752
2026/08/01@14:28:04,986,3.8473128
2026/08/01@14:28:05,987,3.3493128
2026/08/01@14:28:07,988,3.6791252
2026/08/01@14:28:08,990,3.7700624
2026/08/01@14:28:09,991,3.7130628
2026/08/01@14:28:10,992,3.7278752
2026/08/01@14:28:11,993,3.6534376
2026/08/01@14:28:12,994,3.642375
2026/08/01@14:28:13,995,3.566625
2026/08/01@14:28:14,996,3.66937536
2026/08/01@14:28:15,997,3.7306876
2026/08/01@14:28:16,998,3.72750032
2026/08/01@14:28:17,999,3.7286252
2026/08/01@14:28:18,1000,3.92850016
2026/08/01@14:28:20,1002,3.92643768
2026/08/01@14:28:21,1003,3.7046252
2026/08/01@14:28:22,1004,3.6453752
2026/08/01@14:28:23,1005,3.67181236
2026/08/01@14:28:24,1006,3.69506268
2026/08/01@14:28:25,1007,3.6196876
2026/08/01@14:28:26,1008,3.7653752
2026/08/01@14:28:27,1009,3.604313
2026/08/01@14:28:28,1010,3.799688
2026/08/01@14:28:29,1011,3.68568768
2026/08/01@14:28:30,1012,3.5214376
2026/08/01@14:28:31,1013,3.6498752
2026/08/01@14:28:33,1015,3.42375
2026/08/01@14:28:34,1016,3.8709376
2026/08/01@14:28:35,1017,3.85275
2026/08/01@14:28:36,1018,2.840625
2026/08/01@14:28:37,1019,3.7376252
2026/08/01@14:28:38,1020,3.37518768
2026/08/01@14:28:39,1021,3.7520628
2026/08/01@14:28:40,1022,3.7743752
2026/08/01@14:28:41,1023,3.7100624
2026/08/01@14:28:42,1024,3.7014376
2026/08/01@14:28:43,1025,3.71156268
2026/08/01@14:28:44,1026,3.9043128
2026/08/01@14:28:46,1028,3.9300004
2026/08/01@14:28:47,1029,3.52331268
2026/08/01@14:28:48,1030,3.888
2026/08/01@14:28:49,1031,3.7873128
2026/08/01@14:28:50,1032,3.73406268
2026/08/01@14:28:51,1033,3.376125
2026/08/01@14:28:52,1034,3.94743768
2026/08/01@14:28:53,1035,2.82975
2026/08/01@14:28:54,1036,3.9795004
2026/08/01@14:28:55,1037,3.1218752
2026/08/01@14:28:56,1038,3.8161876
2026/08/01@14:28:58,1040,3.54900032
2026/08/01@14:28:59,1041,3.60281236
2026/08/01@14:29:00,1042,3.4428752
2026/08/01@14:29:01,1043,3.0935626
2026/08/01@14:29:02,1044,3.8840626
2026/08/01@14:29:03,1045,3.869625
2026/08/01@14:29:04,1046,4.083
2026/08/01@14:29:05,1047,4.0395
2026/08/01@14:29:06,1048,3.72318752
2026/08/01@14:29:07,1049,2.8453126
2026/08/01@14:29:08,1050,4.0336876
2026/08/01@14:29:09,1051,4.121813
2026/08/01@14:29:11,1053,4.0123124
2026/08/01@14:29:12,1054,3.0596252
2026/08/01@14:29:13,1055,3.7376252
2026/08/01@14:29:14,1056,3.6663752
2026/08/01@14:29:15,1057,2.83275
2026/08/01@14:29:16,1058,3.5833124
2026/08/01@14:29:17,1059,3.632625
2026/08/01@14:29:18,1060,4.0788756
2026/08/01@14:29:19,1061,4.0351876
2026/08/01@14:29:20,1062,3.9886876
2026/08/01@14:29:21,1063,2.8336878
2026/08/01@14:29:22,1064,3.7880626
2026/08/01@14:29:24,1066,3.8315628
2026/08/01@14:29:25,1067,4.1454376
2026/08/01@14:29:26,1068,4.1229376
2026/08/01@14:29:27,1069,4.12725
2026/08/01@14:29:28,1070,3.63131268
2026/08/01@14:29:29,1071,3.8651252
2026/08/01@14:29:30,1072,4.0046252
2026/08/01@14:29:31,1073,3.8390628
2026/08/01@14:29:32,1074,3.9408752
2026/08/01@14:29:33,1075,4.0693124
2026/08/01@14:29:34,1076,3.99731268
2026/08/01@14:29:36,1078,3.7065004
2026/08/01@14:29:37,1079,3.6335628
2026/08/01@14:29:38,1080,3.9241876
2026/08/01@14:29:39,1081,4.005
2026/08/01@14:29:40,1082,4.023375
2026/08/01@14:29:41,1083,4.0758752
2026/08/01@14:29:42,1084,4.0807504
2026/08/01@14:29:43,1085,3.888563
2026/08/01@14:29:44,1086,4.0813128
2026/08/01@14:29:45,1087,3.39056268
2026/08/01@14:29:46,1088,2.8209376
2026/08/01@14:29:47,1089,3.502688
2026/08/01@14:29:49,1091,3.2846252
2026/08/01@14:29:50,1092,3.83325
2026/08/01@14:29:51,1093,3.7702504
2026/08/01@14:29:52,1094,3.6350628
2026/08/01@14:29:53,1095,3.5373752
2026/08/01@14:29:54,1096,3.94293784
2026/08/01@14:29:55,1097,3.1338752
2026/08/01@14:29:56,1098,3.7235628
2026/08/01@14:29:57,1099,3.7380002
2026/08/01@14:29:58,1100,3.7963128
2026/08/01@14:29:59,1101,3.736875
2026/08/01@14:30:00,1102,3.82312532
2026/08/01@14:30:02,1104,3.7516876
2026/08/01@14:30:03,1105,3.7106252
2026/08/01@14:30:04,1106,3.781125
2026/08/01@14:30:05,1107,3.7455004
2026/08/01@14:30:06,1108,4.117313
2026/08/01@14:30:07,1109,4.088813
2026/08/01@14:30:08,1110,2.8031252
2026/08/01@14:30:09,1111,4.07775
2026/08/01@14:30:10,1112,3.8191876
2026/08/01@14:30:11,1113,4.232813
2026/08/01@14:30:12,1114,4.1514376
2026/08/01@14:30:14,1116,3.9765
2026/08/01@14:30:15,1117,3.8420628
2026/08/01@14:30:16,1118,4.091625
2026/08/01@14:30:17,1119,4.0708128
2026/08/01@14:30:18,1120,3.91275
2026/08/01@14:30:19,1121,2.8036876
2026/08/01@14:30:20,1122,3.80456268
2026/08/01@14:30:21,1123,3.9969378
2026/08/01@14:30:22,1124,4.036125
2026/08/01@14:30:23,1125,4.082625
2026/08/01@14:30:24,1126,4.0955624
2026/08/01@14:30:25,1127,4.212375
2026/08/01@14:30:27,1129,3.7663128
2026/08/01@14:30:28,1130,3.7531876
2026/08/01@14:30:29,1131,3.6789374
2026/08/01@14:30:30,1132,3.6273752
2026/08/01@14:30:31,1133,3.85125032
2026/08/01@14:30:32,1134,3.96018736
2026/08/01@14:30:33,1135,4.035
2026/08/01@14:30:34,1136,3.7753124
2026/08/01@14:30:35,1137,4.127063
2026/08/01@14:30:36,1138,3.8257504
2026/08/01@14:30:37,1139,3.8889376
2026/08/01@14:30:38,1140,4.14225
2026/08/01@14:30:40,1142,4.1000624
2026/08/01@14:30:41,1143,4.052625
2026/08/01@14:30:42,1144,3.616125
2026/08/01@14:30:43,1145,4.0224376
2026/08/01@14:30:44,1146,3.69431268
2026/08/01@14:30:45,1147,3.98175
2026/08/01@14:30:46,1148,3.9603752
2026/08/01@14:30:47,1149,3.9898128
2026/08/01@14:30:48,1150,3.80325
2026/08/01@14:30:49,1151,2.9793752
2026/08/01@14:30:50,1152,3.80325
2026/08/01@14:30:51,1153,3.9382504
2026/08/01@14:30:53,1155,3.838688
2026/08/01@14:30:54,1156,4.0515004
2026/08/01@14:30:55,1157,4.0666876
2026/08/01@14:30:56,1158,3.9885
2026/08/01@14:30:57,1159,3.49725
2026/08/01@14:30:58,1160,3.3849378
2026/08/01@14:30:59,1161,3.5859376
2026/08/01@14:31:00,1162,3.97031268
2026/08/01@14:31:01,1163,3.587625
2026/08/01@14:31:02,1164,3.469875
2026/08/01@14:31:03,1165,3.489375
2026/08/01@14:31:05,1167,3.722625
2026/08/01@14:31:06,1168,3.8619376
2026/08/01@14:31:07,1169,3.7755004
2026/08/01@14:31:08,1170,3.42956268
2026/08/01@14:31:09,1171,3.59718768
2026/08/01@14:31:10,1172,4.2975008
2026/08/01@14:31:11,1173,4.298813
2026/08/01@14:31:12,1174,4.286438
2026/08/01@14:31:13,1175,4.0837504
2026/08/01@14:31:14,1176,3.7629376
2026/08/01@14:31:15,1177,4.26525
2026/08/01@14:31:16,1178,4.176375
2026/08/01@14:31:18,1180,4.260563
2026/08/01@14:31:19,1181,4.258875
2026/08/01@14:31:20,1182,4.259063
2026/08/01@14:31:21,1183,4.2444376
2026/08/01@14:31:22,1184,4.0760628
2026/08/01@14:31:23,1185,4.1512504
2026/08/01@14:31:24,1186,3.8278126
2026/08/01@14:31:25,1187,2.845875
2026/08/01@14:31:26,1188,3.5887504
2026/08/01@14:31:27,1189,3.455625
2026/08/01@14:31:28,1190,3.3808126
2026/08/01@14:31:29,1191,4.0620004
2026/08/01@14:31:31,1193,3.9618752
2026/08/01@14:31:32,1194,4.1038128
2026/08/01@14:31:33,1195,3.9406876
2026/08/01@14:31:34,1196,3.71756268
2026/08/01@14:31:35,1197,3.99975016
2026/08/01@14:31:36,1198,4.0428752
2026/08/01@14:31:37,1199,4.0040628
2026/08/01@14:31:38,1200,4.0441876
2026/08/01@14:31:39,1201,3.6605624
2026/08/01@14:31:40,1202,3.603
2026/08/01@14:31:41,1203,3.825938
2026/08/01@14:31:43,1205,3.7113752
2026/08/01@14:31:44,1206,3.73425
2026/08/01@14:31:45,1207,4.0687504
2026/08/01@14:31:46,1208,4.051125
2026/08/01@14:31:47,1209,3.5118752
2026/08/01@14:31:48,1210,3.822938
2026/08/01@14:31:49,1211,3.879375
2026/08/01@14:31:50,1212,4.1010004
2026/08/01@14:31:51,1213,4.0758752
2026/08/01@14:31:52,1214,4.0428752
2026/08/01@14:31:53,1215,3.52931268
2026/08/01@14:31:54,1216,3.83137532
2026/08/01@14:31:56,1218,3.9879376
2026/08/01@14:31:57,1219,3.8896876
2026/08/01@14:31:58,1220,3.7978128
2026/08/01@14:31:59,1221,3.8364376
2026/08/01@14:32:00,1222,3.8876252
2026/08/01@14:32:01,1223,3.82125032
2026/08/01@14:32:02,1224,3.3907504
2026/08/01@14:32:03,1225,2.8220624
2026/08/01@14:32:04,1226,3.90731268
2026/08/01@14:32:05,1227,3.86793784
2026/08/01@14:32:06,1228,4.268438
2026/08/01@14:32:07,1229,4.296188
2026/08/01@14:32:09,1231,4.30125
2026/08/01@14:32:10,1232,4.304813
2026/08/01@14:32:11,1233,4.3340624
2026/08/01@14:32:12,1234,4.129125
2026/08/01@14:32:13,1235,3.9922504
2026/08/01@14:32:14,1236,4.189875
2026/08/01@14:32:15,1237,4.101938
2026/08/01@14:32:16,1238,4.12875
2026/08/01@14:32:17,1239,2.796375
2026/08/01@14:32:18,1240,3.8535
2026/08/01@14:32:19,1241,2.8563752
2026/08/01@14:32:21,1242,3.67462536
2026/08/01@14:32:22,1244,4.2337504
2026/08/01@14:32:23,1245,3.703125
2026/08/01@14:32:24,1246,3.9883128
2026/08/01@14:32:25,1247,3.811125
2026/08/01@14:32:26,1248,3.6858752
2026/08/01@14:32:27,1249,4.07775
2026/08/01@14:32:28,1250,4.1555624
2026/08/01@14:32:29,1251,4.1011876
2026/08/01@14:32:30,1252,4.078313
2026/08/01@14:32:31,1253,4.026
2026/08/01@14:32:32,1254,4.0899376
2026/08/01@14:32:34,1256,3.99731268
2026/08/01@14:32:35,1257,3.9082504
2026/08/01@14:32:36,1258,3.68043768
2026/08/01@14:32:37,1259,3.79725032
2026/08/01@14:32:38,1260,3.7207504
2026/08/01@14:32:39,1261,3.681375
2026/08/01@14:32:40,1262,3.6789374
2026/08/01@14:32:41,1263,3.6836252
2026/08/01@14:32:42,1264,3.628875
2026/08/01@14:32:43,1265,3.6350628
2026/08/01@14:32:44,1266,3.8823752
2026/08/01@14:32:45,1267,4.2787504
2026/08/01@14:32:47,1269,4.1638124
2026/08/01@14:32:48,1270,4.112625
2026/08/01@14:32:49,1271,3.97125
2026/08/01@14:32:50,1272,4.0957504
2026/08/01@14:32:51,1273,3.58725
2026/08/01@14:32:52,1274,3.9789376
2026/08/01@14:32:53,1275,3.9470624
2026/08/01@14:32:54,1276,3.9315
2026/08/01@14:32:55,1277,2.8252502
2026/08/01@14:32:56,1278,3.59775016
2026/08/01@14:32:57,1279,3.7584376
2026/08/01@14:32:58,1280,3.6579376
2026/08/01@14:33:00,1282,3.43050016
2026/08/01@14:33:01,1283,4.1465624
2026/08/01@14:33:02,1284,3.9110628
2026/08/01@14:33:03,1285,3.7685628
2026/08/01@14:33:04,1286,4.0886252
2026/08/01@14:33:05,1287,4.0027504
2026/08/01@14:33:06,1288,3.8737502
2026/08/01@14:33:07,1289,4.04325
2026/08/01@14:33:08,1290,4.1083124
2026/08/01@14:33:09,1291,3.89587552
2026/08/01@14:33:10,1292,3.83175016
2026/08/01@14:33:12,1294,3.71081236
2026/08/01@14:33:13,1295,3.2137504
2026/08/01@14:33:14,1296,3.8261252
2026/08/01@14:33:15,1297,3.7025628
2026/08/01@14:33:16,1298,3.87018784
2026/08/01@14:33:17,1299,4.0978128
2026/08/01@14:33:18,1300,4.0807504
2026/08/01@14:33:19,1301,3.996
2026/08/01@14:33:20,1302,3.952125
2026/08/01@14:33:21,1303,3.8002504
2026/08/01@14:33:22,1304,3.2535002
2026/08/01@14:33:23,1305,3.93975016
2026/08/01@14:33:25,1307,3.723
2026/08/01@14:33:26,1308,3.9988126
2026/08/01@14:33:27,1309,4.2264376
2026/08/01@14:33:28,1310,4.1034376
2026/08/01@14:33:29,1311,3.781125
2026/08/01@14:33:30,1312,3.8118754
2026/08/01@14:33:31,1313,3.9395628
2026/08/01@14:33:32,1314,3.9838128
2026/08/01@14:33:33,1315,3.9665628
2026/08/01@14:33:34,1316,4.22325
2026/08/01@14:33:35,1317,4.1062504
2026/08/01@14:33:36,1318,3.684
2026/08/01@14:33:38,1320,3.7854376
2026/08/01@14:33:39,1321,4.1143128
2026/08/01@14:33:40,1322,4.1565004
2026/08/01@14:33:41,1323,3.963563
2026/08/01@14:33:42,1324,3.8251876
2026/08/01@14:33:43,1325,3.8960628
2026/08/01@14:33:44,1326,4.1520004
2026/08/01@14:33:45,1327,3.8694376
2026/08/01@14:33:46,1328,3.98025
2026/08/01@14:33:47,1329,3.882938
2026/08/01@14:33:48,1330,3.7931252
2026/08/01@14:33:50,1332,3.79875
2026/08/01@14:33:51,1333,3.77456268
2026/08/01@14:33:52,1334,3.867
2026/08/01@14:33:53,1335,3.85275
2026/08/01@14:33:54,1336,3.85931268
2026/08/01@14:33:55,1337,3.7353752
2026/08/01@14:33:56,1338,4.2240004
2026/08/01@14:33:57,1339,4.1750628
2026/08/01@14:33:58,1340,4.1690624
2026/08/01@14:33:59,1341,4.1505004
2026/08/01@14:34:00,1342,4.201875
2026/08/01@14:34:01,1343,4.143938
2026/08/01@14:34:03,1345,4.025625
2026/08/01@14:34:04,1346,4.03575
2026/08/01@14:34:05,1347,4.2459372
2026/08/01@14:34:06,1348,4.1986876
2026/08/01@14:34:07,1349,4.180688
2026/08/01@14:34:08,1350,3.96675016
2026/08/01@14:34:09,1351,3.9693752
2026/08/01@14:34:10,1352,3.7134376
2026/08/01@14:34:11,1353,3.7867504
2026/08/01@14:34:12,1354,4.0470004
2026/08/01@14:34:13,1355,4.0158752
2026/08/01@14:34:14,1356,4.013625
2026/08/01@14:34:16,1358,3.988875
2026/08/01@14:34:17,1359,3.95100032
2026/08/01@14:34:18,1360,3.92831268
2026/08/01@14:34:19,1361,4.01475
2026/08/01@14:34:20,1362,3.8694376
2026/08/01@14:34:21,1363,3.93318768
2026/08/01@14:34:22,1364,4.0061256
2026/08/01@14:34:23,1365,3.6543752
2026/08/01@14:34:24,1366,3.3911252
2026/08/01@14:34:25,1367,3.731813
2026/08/01@14:34:26,1368,3.627938
2026/08/01@14:34:28,1369,3.83756268
2026/08/01@14:34:29,1371,4.139625
2026/08/01@14:34:30,1372,4.112063
2026/08/01@14:34:31,1373,3.7768128
2026/08/01@14:34:32,1374,3.81600032
2026/08/01@14:34:33,1375,3.8068128
2026/08/01@14:34:34,1376,3.7978128
2026/08/01@14:34:35,1377,3.9466876
2026/08/01@14:34:36,1378,3.913875
2026/08/01@14:34:37,1379,3.7228126
2026/08/01@14:34:38,1380,4.0213128
2026/08/01@14:34:39,1381,4.0485
2026/08/01@14:34:41,1383,4.1004376
2026/08/01@14:34:42,1384,3.90637536
2026/08/01@14:34:43,1385,3.8392504
2026/08/01@14:34:44,1386,4.1726256
2026/08/01@14:34:45,1387,4.0846876
2026/08/01@14:34:46,1388,4.041375
2026/08/01@14:34:47,1389,4.0276876
2026/08/01@14:34:48,1390,3.83756268
2026/08/01@14:34:49,1391,3.9765
2026/08/01@14:34:50,1392,3.8238752
2026/08/01@14:34:51,1393,3.99168768
2026/08/01@14:34:52,1394,3.327375
2026/08/01@14:34:54,1396,3.6120004
2026/08/01@14:34:55,1397,3.6991876
2026/08/01@14:34:56,1398,3.90075016
2026/08/01@14:34:57,1399,4.1625004
2026/08/01@14:34:58,1400,3.76706268
2026/08/01@14:34:59,1401,3.7455004
2026/08/01@14:35:00,1402,3.6941252
2026/08/01@14:35:01,1403,4.1253752
2026/08/01@14:35:02,1404,4.1621256
2026/08/01@14:35:03,1405,4.0018124
2026/08/01@14:35:04,1406,3.6605624
2026/08/01@14:35:06,1407,4.050188
2026/08/01@14:35:07,1409,3.76743736
2026/08/01@14:35:08,1410,4.12875
2026/08/01@14:35:09,1411,4.075688
2026/08/01@14:35:10,1412,3.7854376
2026/08/01@14:35:11,1413,4.0132504
2026/08/01@14:35:12,1414,3.69993784
2026/08/01@14:35:13,1415,3.777
2026/08/01@14:35:14,1416,4.2196876
2026/08/01@14:35:15,1417,4.176563
2026/08/01@14:35:16,1418,4.1595
2026/08/01@14:35:17,1419,3.9305628
2026/08/01@14:35:19,1421,4.2073124
2026/08/01@14:35:20,1422,4.2305628
2026/08/01@14:35:21,1423,4.149375
2026/08/01@14:35:22,1424,4.0059376
2026/08/01@14:35:23,1425,4.1176876
2026/08/01@14:35:24,1426,4.0959376
2026/08/01@14:35:25,1427,4.0376252
2026/08/01@14:35:26,1428,3.8538752
2026/08/01@14:35:27,1429,4.01025
2026/08/01@14:35:28,1430,4.020938
2026/08/01@14:35:29,1431,3.3035626
2026/08/01@14:35:30,1432,3.8816252
2026/08/01@14:35:32,1434,3.0155626
2026/08/01@14:35:33,1435,4.066313
2026/08/01@14:35:34,1436,3.9718128
2026/08/01@14:35:35,1437,4.1310004
2026/08/01@14:35:36,1438,4.133063
2026/08/01@14:35:37,1439,4.119375
2026/08/01@14:35:38,1440,4.085438
2026/08/01@14:35:39,1441,3.53025
2026/08/01@14:35:40,1442,3.88725
2026/08/01@14:35:41,1443,3.7260004
2026/08/01@14:35:42,1444,3.607875
2026/08/01@14:35:43,1445,3.9198752
2026/08/01@14:35:45,1447,3.9800628
2026/08/01@14:35:46,1448,3.84768768
